id,cost,talktime,validity,comments
7754,10,7.7,N.A,Talktime of Rs. 7.7 for Rs. 10 recharge by Tata DOCOMO
7755,20,15.39,N.A,Talktime of Rs. 15.39 for Rs. 20 recharge by Tata DOCOMO
7756,30,23.09,N.A,Talktime of Rs. 23.09 for Rs. 30 recharge by Tata DOCOMO
7759,60,58,N.A,Talktime of Rs. 58 for Rs. 60 recharge by Tata DOCOMO
7762,80,66.56,N.A,Talktime of Rs. 66.56 for Rs. 80 recharge by Tata DOCOMO
7764,100,83.97,N.A,Talktime of Rs. 83.97 for Rs. 100 recharge by Tata DOCOMO
7765,190,162.21,N.A,Talktime of Rs. 162.21 for Rs. 190 recharge by Tata DOCOMO
7766,210,179.61,N.A,Talktime of Rs. 179.61 for Rs. 210 recharge by Tata DOCOMO
7767,230,197,N.A,Talktime of Rs. 197 for Rs. 230 recharge by Tata DOCOMO
7768,250,214.39,N.A,Talktime of Rs. 214.39 for Rs. 250 recharge by Tata DOCOMO
7771,350,301.35,N.A,Talktime of Rs. 301.35 for Rs. 350 recharge by Tata DOCOMO
7773,400,344.82,N.A,Talktime of Rs. 344.82 for Rs. 400 recharge by Tata DOCOMO
7774,450,388.3,N.A,Talktime of Rs. 388.3 for Rs. 450 recharge by Tata DOCOMO
7776,600,518.74,N.A,Talktime of Rs. 518.74 for Rs. 600 recharge by Tata DOCOMO
7777,700,605.7,N.A,Talktime of Rs. 605.7 for Rs. 700 recharge by Tata DOCOMO
7778,800,692.65,N.A,Talktime of Rs. 692.65 for Rs. 800 recharge by Tata DOCOMO
7779,1000,866.56,N.A,Talktime of Rs. 866.56 for Rs. 1000 recharge by Tata DOCOMO
