id,cost,talktime,validity,comments
6204,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by BSNL
6206,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by BSNL
6208,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by BSNL
6211,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by BSNL
6212,110,90.22,N.A,Talktime of Rs. 90.22 for Rs. 110 recharge by BSNL
6214,150,124.12,N.A,Talktime of Rs. 124.12 for Rs. 150 recharge by BSNL
6215,200,166.49,N.A,Talktime of Rs. 166.49 for Rs. 200 recharge by BSNL
6216,210,174.97,N.A,Talktime of Rs. 174.97 for Rs. 210 recharge by BSNL
6217,222,190,40 days,Talktime of Rs. 190 for Rs. 222 recharge by BSNL
6218,250,208.86,N.A,Talktime of Rs. 208.86 for Rs. 250 recharge by BSNL
6220,300,251.24,N.A,Talktime of Rs. 251.24 for Rs. 300 recharge by BSNL
6221,350,293.61,N.A,Talktime of Rs. 293.61 for Rs. 350 recharge by BSNL
6222,400,335.98,N.A,Talktime of Rs. 335.98 for Rs. 400 recharge by BSNL
6223,450,378.36,N.A,Talktime of Rs. 378.36 for Rs. 450 recharge by BSNL
6224,500,420.73,N.A,Talktime of Rs. 420.73 for Rs. 500 recharge by BSNL
6225,600,505.47,N.A,Talktime of Rs. 505.47 for Rs. 600 recharge by BSNL
6226,700,590.22,N.A,Talktime of Rs. 590.22 for Rs. 700 recharge by BSNL
6227,800,674.97,N.A,Talktime of Rs. 674.97 for Rs. 800 recharge by BSNL
6228,900,759.71,N.A,Talktime of Rs. 759.71 for Rs. 900 recharge by BSNL
6229,1000,844.46,N.A,Talktime of Rs. 844.46 for Rs. 1000 recharge by BSNL
6230,1500,1268.19,N.A,Talktime of Rs. 1268.19 for Rs. 1500 recharge by BSNL
