id,cost,talktime,validity,comments
9466,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Idea
9468,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Idea
9470,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Idea
9472,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Idea
9474,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Idea
9477,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Idea
9479,80,76,N.A,Talktime of Rs. 76 for Rs. 80 recharge by Idea
9480,90,73.27,N.A,Talktime of Rs. 73.27 for Rs. 90 recharge by Idea
9482,120,115,N.A,Talktime of Rs. 115 for Rs. 120 recharge by Idea
9483,150,144,N.A,Talktime of Rs. 144 for Rs. 150 recharge by Idea
